Target Return,Iteration,OOS Mean,OOS Variance
0.080000,35,0.026362,0.006387
0.080000,36,-0.038067,0.024384
0.080000,37,0.032821,0.007471
0.080000,38,0.034460,0.028379
0.080000,39,0.071739,0.015679
0.080000,40,-0.002879,0.037356
0.080000,41,0.047058,0.018004
0.080000,42,0.067621,0.021136
0.080000,43,-0.006711,0.040546
0.080000,44,0.041157,0.018020
0.080000,45,0.024872,0.014991
0.080000,46,-0.008364,0.015026
0.080000,47,-0.096251,0.068866
0.080000,48,-0.009712,0.019276
0.080000,49,0.126098,0.037315
0.080000,50,0.096791,0.114385
0.085000,1,0.086627,0.033869
0.085000,2,0.033775,0.024780
0.085000,3,-0.056136,0.019133
0.085000,4,-0.023141,0.011610
0.085000,5,0.042079,0.017432
0.085000,6,0.030976,0.021895
0.085000,7,0.041603,0.015180
0.085000,8,0.057932,0.025082
0.085000,9,-0.039575,0.027363
0.085000,10,-0.053844,0.018916
0.085000,11,0.102218,0.021245
0.085000,12,0.014736,0.015334
0.085000,13,0.003539,0.018838
0.085000,14,0.044783,0.028468
0.085000,15,0.085762,0.023133
0.085000,16,-0.022792,0.032631
0.085000,17,-0.038567,0.069331
0.085000,18,0.008882,0.249559
0.085000,19,-0.059832,0.172715
0.085000,20,0.086257,0.125509
0.085000,21,0.030332,0.723940
0.085000,22,-0.070046,0.074947
0.085000,23,-0.132866,0.088098
0.085000,24,0.011905,0.044697
0.085000,25,-0.004269,0.045255
0.085000,26,0.040419,0.017950
0.085000,27,-0.024212,0.036373
0.085000,28,-0.061664,0.017558
0.085000,29,0.016684,0.022708
0.085000,30,0.001978,0.030846
0.085000,31,0.021623,0.028515
0.085000,32,-0.005615,0.099956
0.085000,33,0.053906,0.026242
0.085000,34,0.018240,0.026270
0.085000,35,0.027811,0.007179
0.085000,36,-0.040704,0.027572
0.085000,37,0.024904,0.006600
0.085000,38,0.036531,0.031654
0.085000,39,0.076337,0.017662
0.085000,40,-0.003005,0.042064
0.085000,41,0.049899,0.020255
0.085000,42,0.072137,0.023960
0.085000,43,0.000577,0.045247
0.085000,44,0.043874,0.020347
0.085000,45,0.026789,0.016944
0.085000,46,-0.008883,0.017004
0.085000,47,-0.104433,0.082922
0.085000,48,-0.010517,0.021710
0.085000,49,0.144389,0.050008
0.085000,50,0.102348,0.129182
0.090000,1,0.091614,0.037978
0.090000,2,0.030458,0.026566
0.090000,3,-0.060118,0.021712
0.090000,4,-0.024559,0.013134
0.090000,5,0.044202,0.019730
0.090000,6,0.033167,0.024695
0.090000,7,0.043926,0.017011
0.090000,8,0.061028,0.028309
0.090000,9,-0.042310,0.030665
0.090000,10,-0.057421,0.021186
0.090000,11,0.108109,0.023950
0.090000,12,0.023793,0.020313
0.090000,13,0.003221,0.020998
0.090000,14,0.047818,0.031731
0.090000,15,0.111313,0.041033
0.090000,16,-0.023930,0.036379
0.090000,17,-0.040671,0.077999
0.090000,18,0.009894,0.279595
0.090000,19,-0.063586,0.192496
0.090000,20,0.091587,0.140609
0.090000,21,0.034156,0.813716
0.090000,22,-0.074572,0.083917
0.090000,23,-0.141249,0.098916
0.090000,24,0.012662,0.049845
0.090000,25,-0.004088,0.050355
0.090000,26,0.042902,0.019977
0.090000,27,-0.029815,0.042337
0.090000,28,-0.051297,0.018899
0.090000,29,0.013183,0.024021
0.090000,30,0.001686,0.034522
0.090000,31,0.022850,0.032092
0.090000,32,-0.006039,0.111835
0.090000,33,0.057319,0.029453
0.090000,34,0.019418,0.029303
0.090000,35,0.036270,0.007059
0.090000,36,-0.043341,0.030958
0.090000,37,0.026622,0.007352
0.090000,38,0.036162,0.040648
0.090000,39,0.080889,0.019730
0.090000,40,-0.003132,0.047053
0.090000,41,0.052740,0.022638
0.090000,42,0.076653,0.026961
0.090000,43,0.000261,0.050558
0.090000,44,0.046591,0.022816
0.090000,45,0.028706,0.019017
0.090000,46,-0.009401,0.019110
0.090000,47,-0.110725,0.093205
0.090000,48,-0.011322,0.024289
0.090000,49,0.152803,0.056124
0.090000,50,0.107902,0.144878
0.095000,1,0.096602,0.042322
0.095000,2,0.031890,0.029837
0.095000,3,-0.064100,0.024456
0.095000,4,-0.025977,0.014752
0.095000,5,0.046326,0.022172
0.095000,6,0.035357,0.027664
0.095000,7,0.046247,0.018946
0.095000,8,0.064126,0.031733
0.095000,9,-0.045044,0.034157
0.095000,10,-0.065648,0.029608
0.095000,11,0.113999,0.026818
0.095000,12,0.024747,0.022484
0.095000,13,0.002904,0.023276
0.095000,14,0.056542,0.036607
0.095000,15,0.116961,0.045645
0.095000,16,-0.025069,0.040337
0.095000,17,-0.042775,0.087179
0.095000,18,0.010906,0.311339
0.095000,19,-0.107721,0.278399
0.095000,20,0.096914,0.156601
0.095000,21,0.038783,0.905622
0.095000,22,-0.079096,0.093398
0.095000,23,-0.156326,0.141109
0.095000,24,-0.005258,0.084176
0.095000,25,-0.003283,0.059171
0.095000,26,0.045468,0.022092
0.095000,27,-0.031716,0.047155
0.095000,28,-0.068424,0.021845
0.095000,29,0.013891,0.026789
0.095000,30,0.001394,0.038406
0.095000,31,0.024077,0.035882
0.095000,32,-0.017596,0.146775
0.095000,33,0.065783,0.036142
0.095000,34,0.020596,0.032503
0.095000,35,0.037998,0.007846
0.095000,36,-0.046024,0.037274
0.095000,37,0.028344,0.008148
0.095000,38,0.037801,0.044926
0.095000,39,0.085463,0.021930
0.095000,40,-0.003258,0.052324
0.095000,41,0.059104,0.024507
0.095000,42,0.081168,0.030140
0.095000,43,-0.000055,0.056165
0.095000,44,0.049308,0.025428
0.095000,45,0.044266,0.024368
0.095000,46,0.005419,0.022211
0.095000,47,-0.117018,0.104090
0.095000,48,-0.012127,0.027014
0.095000,49,0.161217,0.062595
0.095000,50,0.113454,0.161474
0.100000,1,0.101589,0.046903
0.100000,2,0.033356,0.033308
0.100000,3,-0.068083,0.027365
0.100000,4,-0.027395,0.016466
0.100000,5,0.048452,0.024758
0.100000,6,0.037548,0.030802
0.100000,7,0.042923,0.022379
0.100000,8,0.067225,0.035356
0.100000,9,-0.050799,0.039164
0.100000,10,-0.069468,0.032832
0.100000,11,0.142865,0.037573
0.100000,12,0.025702,0.024767
0.100000,13,0.002587,0.025672
0.100000,14,0.054063,0.038821
0.100000,15,0.122637,0.050515
0.100000,16,-0.026207,0.044506
0.100000,17,-0.044880,0.096873
0.100000,18,-0.008403,0.372525
0.100000,19,-0.113629,0.307039
0.100000,20,0.102234,0.173498
0.100000,21,0.042701,1.005941
0.100000,22,-0.083625,0.103407
0.100000,23,-0.164936,0.156523
0.100000,24,-0.005311,0.092724
0.100000,25,-0.003248,0.065328
0.100000,26,0.049271,0.026835
0.100000,27,-0.050382,0.055582
0.100000,28,-0.071731,0.024248
0.100000,29,0.014598,0.029711
0.100000,30,0.001102,0.042498
0.100000,31,0.021750,0.042039
0.100000,32,-0.018442,0.162491
0.100000,33,0.069491,0.040089
0.100000,34,0.021774,0.035870
0.100000,35,0.039725,0.008677
0.100000,36,-0.048669,0.041397
0.100000,37,0.030066,0.008987
0.100000,38,0.039458,0.049475
0.100000,39,0.090037,0.024247
0.100000,40,-0.003384,0.057876
0.100000,41,0.062099,0.027072
0.100000,42,0.095111,0.038306
0.100000,43,-0.000371,0.062066
0.100000,44,0.052024,0.028183
0.100000,45,0.046919,0.027025
0.100000,46,0.005654,0.024722
0.100000,47,-0.123310,0.115578
0.100000,48,-0.012068,0.031803
0.100000,49,0.192246,0.090287
0.100000,50,0.115569,0.160229
